Galleria_mellonella	Achroia_grisella	Amyelois_transitella	Bombyx_mori	Danaus_plexippus	Helicoverpa_armigera	Ostrinia_nubilalis	Plodia_interpunctella	Plutella_xylostella	Manduca_sexta	Arctopsyche_grandis
gene-LOC113517841	gene-LOC131849122	.	gene-LOC101742177	gene-LOC116777384	gene-LOC110379210	gene-LOC135086781	gene-LOC128683037	gene-LOC125491204	gene-LOC115441426	.
gene-LOC113517846	gene-LOC131849180	.	gene-tan	gene-LOC116777386	gene-T	gene-LOC135086788	gene-LOC128682803	gene-LOC105381556	gene-LOC115441423	.
gene-LOC113519134	gene-LOC131849238	.	gene-LOC101742318	gene-LOC116777953	gene-LOC110379399	gene-LOC135086795	gene-LOC128682805	.	gene-LOC115441425	.
gene-LOC113519135	gene-LOC131849237	.	gene-LOC732936	gene-LOC116777454	gene-LOC110379390	gene-LOC135086999	gene-LOC128683126	.	gene-LOC115441424	.
gene-LOC113517857	.	.	.	.	.	.	.	.	.	.
gene-LOC113517849	gene-LOC131849240	.	gene-LOC101742469	gene-LOC116777451	gene-LOC110379128	gene-LOC135086613	gene-LOC128682893	gene-LOC105381560	gene-LOC115441418	.
gene-LOC113517851	gene-LOC131849310	.	gene-LOC119628632	gene-LOC116777933	gene-LOC110379116	gene-LOC135086542	gene-LOC128683186	gene-LOC105385335	gene-LOC115441421	.
gene-LOC113517840	gene-LOC131849121	.	gene-LOC101740159	gene-LOC116777714	gene-LOC110378022	gene-LOC135086701	gene-LOC128682939	gene-LOC105385334	gene-LOC115441419	.
gene-LOC113517839	gene-LOC131849312	.	gene-LOC101742610	gene-LOC116777541	gene-LOC110378792	gene-LOC135087139	gene-LOC128683284	.	gene-LOC115441428	.
gene-LOC113517838	gene-LOC131849309	.	gene-LOC101742756	gene-LOC133319958	gene-LOC110379353	gene-LOC135087138	gene-LOC128683284	.	gene-LOC115441444	.
gene-LOC128200810	.	.	.	.	.	.	.	.	.	.
gene-LOC113517853	gene-LOC131849345	.	gene-LOC101740430	gene-LOC116777393	gene-LOC110376550	gene-LOC135086787	gene-LOC128682967	.	gene-LOC115441433	.
gene-LOC113510896	.	.	gene-LOC105841232	gene-LOC116777218	gene-LOC110383092	.	gene-LOC128683314	.	.	.
gene-LOC128200828	.	.	.	.	.	.	.	.	.	.
gene-LOC113512763	.	.	gene-LOC101742566	gene-LOC116777969	gene-LOC110382349	.	gene-LOC128683312	.	.	.
gene-LOC113517669	.	.	gene-LOC101746314	gene-LOC116777893	gene-LOC110382350	.	gene-LOC128682957	.	.	.
gene-LOC113513320	.	.	gene-LOC105842515	gene-LOC133319983	gene-LOC110381398	.	gene-LOC128682958	.	.	.
gene-LOC113511385	.	.	gene-LOC101746452	gene-LOC116777740	gene-LOC110381404	gene-LOC135086652	gene-LOC128683055	.	.	.
gene-LOC113516779	.	.	gene-LOC101744433	gene-LOC116777315	gene-LOC110381400	gene-LOC135086656	gene-LOC128683042	gene-LOC105398565	.	.
gene-LOC113516768	gene-LOC131849245	.	gene-LOC101741268	gene-LOC116777316	gene-LOC110381402	.	gene-LOC128682844	.	.	.
gene-LOC113519820	.	.	gene-LOC101744289	gene-LOC116777684	gene-LOC110381405	gene-LOC135086603	gene-LOC128682990	.	.	.
gene-LOC113520932	.	.	gene-LOC101744149	gene-LOC116778016	gene-LOC110376556	.	gene-LOC128682845	.	gene-LOC115440573	.
gene-LOC116413296	.	gene-LOC106129536	.	gene-LOC116778048	gene-LOC110376558	gene-LOC135087145	gene-LOC128683185	.	gene-LOC115440534	.
gene-LOC113521550	.	gene-LOC106129535	gene-LOC101743705	gene-LOC116777705	gene-LOC110376557	gene-LOC135086624	gene-LOC128683283	.	gene-LOC115440533	.
gene-LOC113516742	.	.	gene-LOC101741126	gene-LOC116777987	gene-LOC110376563	gene-LOC135086650	gene-LOC128683069	.	gene-LOC115440531	.
gene-LOC113520665	.	.	gene-LOC101743564	gene-LOC116777988	gene-LOC110376561	gene-LOC135086665	gene-LOC128683071	.	gene-LOC115440535	.
gene-LOC128200806	.	.	.	.	.	.	.	.	.	.
gene-LOC128200805	.	.	.	.	.	.	.	.	.	.
gene-LOC128200807	.	.	.	.	.	.	.	.	.	.
gene-LOC113521311	.	.	gene-LOC101743424	gene-LOC116778024	gene-LOC110376560	gene-LOC135086813	gene-LOC128683204	.	gene-LOC115452440	gene-LOC143922246
gene-LOC113521007	gene-LOC131849276	.	gene-LOC101740839	gene-LOC116777748	gene-LOC110376541	gene-LOC135086658	gene-LOC128683034	.	gene-LOC115441432	.
gene-LOC113511340	gene-LOC131849158	.	gene-LOC101743283	gene-LOC116777132	gene-LOC110376552	gene-LOC135086784	gene-LOC128682856	.	gene-LOC115441440	gene-Cyp303a1
gene-LOC113519555	gene-LOC131849245	.	gene-LOC101740565	gene-LOC116777134	gene-LOC110376548	gene-LOC135086793	gene-LOC128682858	.	gene-LOC115441442	.
gene-LOC128200822	.	.	.	.	.	.	.	.	.	.
gene-LOC113521559	gene-LOC131849159	gene-LOC106129528	gene-LOC100750224	gene-LOC116777469	gene-LOC110379464	gene-LOC135086713	gene-LOC128683248	gene-LOC105392048	.	.
gene-LOC113514176	gene-LOC131849189	gene-LOC106129518	gene-LOC101746961	gene-LOC116777182	gene-Lanb2	gene-LOC135086707	gene-LOC128682816	gene-LOC105392046	.	.
gene-LOC113514496	gene-LOC131849137	gene-LOC106129520	gene-LOC101739801	gene-LOC116777916	gene-LOC110379467	gene-LOC135087209	gene-LOC128683188	gene-LOC105384891	.	.
gene-LOC113513456	gene-LOC131849370	gene-LOC106129521	gene-LOC101742998	gene-LOC116778116	gene-LOC110379473	gene-LOC135087096	gene-LOC128682801	gene-LOC105384890	.	.
gene-LOC116413283	gene-LOC131849201	gene-LOC106129527	gene-LOC101742707	gene-LOC116777578	gene-LOC110377581	gene-LOC135086988	gene-LOC128683184	gene-LOC105384878	.	gene-LOC143922853
gene-LOC113514037	gene-LOC131849201	gene-LOC106129527	gene-LOC101742707	gene-LOC116777578	gene-LOC110377581	gene-LOC135086988	gene-LOC128683184	gene-LOC105384878	.	gene-LOC143922853
gene-LOC113522320	gene-LOC131849341	gene-LOC106129540	gene-LOC105841890	gene-LOC116777493	gene-LOC110377584	gene-LOC135086990	gene-LOC128683375	gene-LOC105384889	.	.
gene-LOC113521606	gene-LOC131849343	gene-LOC106129541	gene-LOC101746820	gene-LOC116777494	gene-LOC110377585	gene-LOC135086479	gene-LOC128683374	gene-LOC105384876	.	.
gene-LOC113516922	gene-LOC131849344	gene-LOC106129542	gene-LOC101746594	gene-LOC116777345	gene-LOC110377578	gene-LOC135087093	gene-LOC128683372	gene-LOC105398568	.	.
gene-LOC113520361	gene-LOC131849257	gene-LOC106129532	.	gene-LOC116778008	gene-LOC110377594	.	gene-LOC128683373	.	.	.
gene-LOC128200824	.	.	.	.	.	.	.	.	.	.
gene-LOC113519604	gene-LOC131849300	gene-LOC106142313	gene-LOC101744817	gene-LOC116777597	gene-LOC110377588	gene-LOC135087097	gene-LOC128683319	.	.	gene-LOC143922974
gene-LOC113521562	gene-LOC131849278	gene-LOC106142299	gene-L130	gene-LOC116778162	gene-LOC110377568	gene-LOC135087099	gene-LOC128683317	.	.	.
gene-LOC113519810	gene-LOC131849191	gene-LOC106142300	gene-LOC105842498	gene-LOC116777302	.	.	gene-LOC128683315	gene-LOC125491199	gene-LOC115440541	.
gene-LOC113516898	gene-LOC131849336	gene-LOC106136724	gene-Bmptp-Z	gene-LOC116777304	gene-Ptp61f	gene-LOC135086960	gene-LOC128683155	gene-LOC119694828	gene-LOC115440547	.
gene-LOC113516868	gene-LOC131849335	.	.	.	.	gene-LOC135086457	.	.	.	.
gene-LOC113516857	gene-LOC131849254	gene-LOC106136720	gene-LOC101741838	gene-LOC116777361	gene-LOC110377576	gene-LOC135086964	gene-LOC128682848	gene-LOC105384887	gene-LOC115440546	.
gene-LOC113519376	gene-LOC131849105	gene-LOC106136719	gene-LOC105842517	gene-LOC116777363	gene-LOC110377586	gene-LOC135086967	gene-LOC128682849	gene-LOC105384867	gene-LOC115440577	.
gene-LOC113520127	.	.	.	.	.	.	.	.	.	.
gene-LOC113521018	gene-LOC131849104	gene-LOC106136718	gene-LOC101741691	gene-LOC116777461	gene-LOC110377574	gene-LOC135086976	gene-LOC128683117	gene-LOC105384868	gene-LOC115440571	.
gene-LOC113516846	.	gene-LOC106138986	gene-LOC105842498	gene-LOC116777301	gene-LOC110377565	gene-LOC135086457	gene-LOC128682988	gene-LOC105384869	gene-LOC115440530	.
gene-LOC113513349	gene-LOC131849162	gene-LOC106142314	gene-LOC101745262	gene-LOC116777463	gene-LOC110377595	gene-LOC135086963	gene-LOC128683320	gene-LOC105384873	gene-LOC115440548	.
gene-LOC113518619	gene-LOC131849366	gene-LOC132903937	.	.	.	.	gene-LOC128682825	.	gene-LOC115440527	.
gene-LOC113514906	gene-LOC131849166	gene-LOC106129517	gene-LOC101745405	gene-LOC116777344	gene-LOC110377566	gene-LOC135086978	gene-LOC128682824	gene-LOC105384888	gene-LOC115440538	.
gene-LOC113516789	gene-LOC131849205	gene-LOC106129550	gene-BLOS2	gene-LOC116777388	gene-LOC110377589	gene-LOC135086971	gene-LOC128683134	gene-LOC105384872	gene-LOC115440537	.
gene-LOC113516799	gene-LOC131849363	gene-LOC106136722	gene-LOC101742128	gene-LOC116777215	gene-Glut1	gene-LOC135086957	gene-LOC128683196	gene-LOC105392050	gene-LOC115440568	.
gene-LOC113516585	gene-LOC131849354	gene-LOC106136721	gene-LOC101745545	.	gene-LOC110379267	gene-LOC135087147	gene-LOC128683198	.	gene-LOC115440570	.
gene-LOC113516805	gene-LOC131849173	gene-LOC132903989	gene-LOC101742420	.	gene-LOC110379260	gene-LOC135086460	gene-LOC128683153	.	gene-LOC115440550	.
gene-LOC128200825	gene-LOC131849151	.	.	.	gene-LOC110379264	gene-LOC135086948	.	.	gene-LOC115440567	.
gene-LOC116413287	gene-LOC131849150	gene-LOC106136717	gene-LOC101745928	.	gene-LOC110383091	gene-LOC135086958	gene-LOC128683156	.	gene-LOC115440529	.
gene-LOC113509235	gene-LOC131849150	gene-LOC106136717	gene-LOC101745928	.	gene-LOC110383091	gene-LOC135086958	gene-LOC128683156	.	gene-LOC115440529	.
gene-LOC128200813	.	.	.	.	.	.	.	.	.	.
gene-LOC128200812	.	.	.	.	.	.	.	.	.	.
gene-LOC128200818	.	.	.	.	.	.	.	.	.	.
gene-LOC128200804	.	.	.	.	.	.	.	.	.	.
gene-LOC113521662	.	.	.	.	.	.	.	.	.	.
gene-LOC113519397	gene-LOC131849290	.	.	.	.	.	.	.	.	.
gene-LOC128200817	.	.	.	.	.	.	.	.	.	.
gene-LOC113520892	.	.	.	.	.	.	.	.	.	.
gene-LOC113519335	gene-LOC131849280	gene-LOC106129547	gene-LOC101735670	gene-LOC116777997	.	gene-LOC135086716	gene-LOC128682993	gene-LOC105384874	gene-LOC115439931	.
gene-LOC113521197	gene-LOC131849270	gene-LOC106129547	gene-LOC101735897	gene-LOC116777997	.	gene-LOC135086716	gene-LOC128682993	gene-LOC105384874	gene-LOC115439931	.
gene-LOC113517012	gene-LOC131849306	gene-LOC106129548	gene-LOC101736024	gene-LOC116777119	.	gene-LOC135087198	gene-LOC128683187	gene-LOC105398569	gene-LOC115439909	.
gene-LOC128200814	.	.	.	.	.	gene-LOC135087201	.	.	.	.
gene-LOC113521319	gene-LOC131849321	gene-LOC106129522	gene-LOC101743284	gene-LOC116777888	.	.	gene-LOC128682985	gene-LOC105398614	gene-LOC115439949	.
gene-LOC116413274	.	.	.	.	.	.	.	.	.	.
gene-LOC128200821	.	.	.	.	.	.	.	.	.	.
gene-LOC128200823	.	.	.	.	.	.	.	.	.	.
gene-LOC116413316	.	.	.	.	.	.	.	.	.	.
gene-LOC128200819	.	.	.	.	.	.	.	.	.	.
gene-LOC128200827	.	.	.	.	.	.	.	.	.	.
gene-LOC116413317	.	.	.	.	.	.	.	.	.	.
gene-LOC128200826	.	.	.	.	.	.	.	.	.	.
gene-LOC128200815	.	.	.	.	.	.	.	.	.	.
gene-LOC113519870	gene-LOC131849274	gene-LOC106129530	gene-LOC101743425	gene-LOC116777889	.	gene-LOC135086718	gene-LOC128683084	gene-LOC105398570	gene-LOC115439932	.
gene-LOC113520909	gene-LOC131849308	gene-LOC106129531	gene-LOC101736161	gene-LOC116777403	gene-LOC110375741	gene-LOC135086717	gene-LOC128683086	gene-LOC105398571	gene-LOC115439937	.
gene-LOC113520299	gene-LOC131849114	gene-LOC106129523	gene-LOC101736377	gene-LOC116777400	gene-LOC110375731	gene-LOC135086805	gene-LOC128683082	.	gene-LOC115439915	.
gene-LOC113520753	gene-LOC131849259	gene-LOC106129543	.	.	.	.	gene-LOC128683085	.	gene-LOC115439916	.
gene-LOC113520144	gene-LOC131849127	gene-LOC106129544	gene-LOC101736825	gene-LOC116778159	gene-LOC110373026	gene-LOC135086710	gene-LOC128683081	gene-LOC125491178	gene-LOC115439914	.
gene-LOC113519077	gene-LOC131849275	gene-LOC106129524	gene-LOC101743706	gene-LOC116777410	gene-LOC110373021	gene-LOC135087073	gene-LOC128682963	.	gene-LOC115439928	.
gene-LOC113521540	gene-LOC131849323	gene-LOC106129525	gene-LOC101737036	gene-LOC116777689	gene-LOC110373009	gene-LOC135087061	gene-LOC128683007	gene-LOC125491244	.	.
gene-LOC113516752	gene-LOC131849155	gene-LOC106129549	gene-Bmap-A	gene-LOC116777607	gene-LOC110373008	gene-LOC135086711	gene-LOC128682992	gene-LOC105390314	gene-LOC115439926	gene-LOC143922744
gene-LOC128200835	.	.	.	.	.	.	.	.	.	.
gene-LOC113516971	gene-LOC131849107	gene-LOC106129534	gene-ap	gene-LOC116777661	gene-LOC110373028	gene-LOC135086712	gene-LOC128683074	gene-LOC105390316	gene-LOC115439946	gene-LOC143922341
gene-Trnae-uuc-11	.	.	.	.	.	.	.	.	.	.
gene-LOC113509187	gene-LOC131849136	gene-LOC132903986	gene-LOC101743859	gene-LOC116777873	gene-LOC110373002	gene-LOC135087196	gene-LOC128682926	gene-LOC105390319	gene-LOC115439939	.
gene-LOC128200816	.	.	.	.	.	.	.	.	.	.
gene-LOC113517950	gene-LOC131849099	gene-LOC106133844	gene-LOC101744290	gene-LOC116777842	gene-LOC110373018	gene-LOC135086708	.	gene-LOC105397762	gene-LOC115439921	.
gene-LOC113522161	gene-LOC131849135	gene-LOC106133810	gene-LOC101744434	gene-LOC116777874	gene-LOC135117433	gene-LOC135087195	gene-LOC128682998	gene-LOC105381624	gene-LOC115439920	gene-LOC143922340
gene-LOC113517029	gene-LOC131849187	gene-LOC106133807	gene-LOC101744584	gene-LOC116777985	gene-LOC110373033	gene-LOC135087192	gene-LOC128682930	gene-LOC105381587	gene-LOC115439933	gene-LOC143922743
gene-LOC128200820	.	.	.	.	.	.	.	.	.	.
gene-LOC113517001	gene-LOC131849134	.	gene-LOC101737320	gene-LOC116777632	gene-LOC110373031	gene-LOC135087182	.	.	gene-LOC115439934	.
gene-LOC113520370	gene-LOC131849243	gene-LOC106133835	gene-LOC101737462	gene-LOC116778005	gene-LOC110373027	gene-LOC135086453	gene-LOC128682929	gene-LOC105381590	gene-LOC115439913	.
gene-LOC113516991	gene-LOC131849133	gene-LOC106133805	.	gene-LOC116777875	gene-LOC110373004	.	gene-LOC128682928	gene-LOC125491284	gene-LOC115439912	.
gene-LOC113516981	gene-LOC131849322	gene-LOC106134068	gene-LOC101744726	gene-LOC116777742	gene-LOC110373022	gene-LOC135086817	gene-LOC128682931	gene-LOC105381588	gene-LOC115439911	.
gene-LOC113511261	gene-LOC131849288	gene-LOC106134068	gene-LOC101744726	gene-LOC116777742	gene-LOC110373022	gene-LOC135086817	gene-LOC128682931	gene-LOC105381588	gene-LOC115439911	.
gene-LOC113521411	gene-LOC131849356	gene-LOC106133804	gene-Mtnr	.	gene-LOC110373025	gene-LOC135086600	gene-LOC128683180	.	gene-LOC115439947	.
gene-LOC113517039	gene-LOC131849118	gene-LOC106134065	gene-LOC101737840	gene-LOC116777818	gene-LOC110373013	gene-LOC135086551	gene-LOC128683044	.	gene-LOC115439930	.
gene-LOC113517949	gene-LOC131849224	gene-LOC106133952	gene-LOC101737973	gene-LOC116777161	gene-LOC110373036	gene-LOC135086554	gene-LOC128683045	.	gene-LOC115439943	.
gene-LOC113520341	gene-LOC131849359	gene-LOC106133947	gene-LOC101744871	gene-LOC116778114	gene-LOC110373039	gene-LOC135086549	gene-LOC128683043	.	gene-LOC115439919	.
gene-LOC116413277	.	.	.	.	.	.	.	.	.	.
gene-LOC116413280	gene-LOC131849131	.	.	.	.	.	.	.	.	.
gene-LOC113519577	gene-LOC131849291	gene-LOC106133996	gene-LOC101745159	gene-LOC116777250	gene-LOC110373035	gene-LOC135086553	gene-LOC128682812	.	gene-LOC115453072	.
gene-LOC113518865	gene-LOC131849111	gene-LOC106133817	gene-LOC101738460	gene-LOC116777499	gene-Dhc1	gene-LOC135086563	gene-LOC128683230	.	gene-LOC115445604	.
gene-LOC113519781	gene-LOC131849266	gene-LOC106133818	gene-LOC101738591	gene-LOC116778046	gene-LOC110373034	gene-LOC135087071	gene-LOC128682792	.	gene-LOC115445615	.
gene-LOC113519759	gene-LOC131849264	gene-LOC106133973	gene-LOC732866	gene-LOC116778044	gene-LOC110372998	gene-LOC135086555	gene-LOC128682791	gene-LOC105387088	gene-LOC115445614	.
gene-LOC113519768	gene-LOC131849265	gene-LOC106134006	gene-LOC101738820	gene-LOC116778045	gene-LOC110373000	gene-LOC135086558	gene-LOC128682913	gene-LOC105387089	gene-LOC115445601	.
gene-LOC113517048	gene-LOC131849268	gene-LOC106133803	gene-LOC101739052	gene-LOC116778160	gene-LOC110373024	gene-LOC135086986	gene-LOC128683265	gene-LOC105387099	gene-LOC115445605	.
gene-LOC113517064	gene-LOC131849249	gene-LOC106133853	gene-LOC101739198	gene-LOC116778018	gene-LOC110373030	gene-LOC135086537	gene-LOC128683205	gene-LOC105387090	gene-LOC119190834	.
gene-LOC113519752	gene-LOC131849183	gene-LOC106134036	gene-LOC101745741	gene-LOC116777598	gene-LOC110373032	gene-LOC135087131	gene-LOC128683165	gene-LOC105387091	gene-LOC115445599	.
gene-LOC113517836	gene-LOC131849160	gene-LOC106134048	gene-LOC101739335	gene-LOC116777397	gene-LOC110373023	gene-LOC135087006	gene-LOC128683166	gene-LOC105387092	gene-LOC115445603	.
gene-LOC113518908	gene-LOC131849195	gene-LOC106133843	gene-LOC101745886	gene-LOC116777560	gene-LOC110379461	gene-LOC135087029	gene-LOC128683164	gene-LOC105398100	gene-LOC115445598	.
gene-LOC113519744	gene-LOC131849102	gene-LOC106133985	gene-nwk	gene-LOC116777112	gene-Nwk	gene-LOC135086564	gene-LOC128683162	gene-LOC105380192	gene-LOC115445597	gene-nwk
gene-LOC113520588	gene-LOC131849171	gene-LOC106133999	gene-LOC101746022	gene-LOC116777082	gene-LOC110373799	gene-LOC135086645	gene-LOC128682827	gene-LOC105380203	gene-LOC115445608	gene-rno
gene-LOC113518958	gene-LOC131849251	gene-LOC106133842	gene-LOC101746164	gene-LOC116777258	gene-LOC110373753	gene-LOC135086557	gene-LOC128682937	gene-LOC105398116	gene-LOC115445613	gene-LOC143922991
gene-LOC113519724	gene-LOC131849221	gene-LOC106133861	gene-LOC733108	gene-LOC116777259	gene-LOC110373795	gene-LOC135086562	gene-LOC128683235	gene-LOC105398127	gene-LOC115445610	.
gene-LOC113519147	gene-LOC131849130	gene-LOC106133976	gene-LOC101746595	gene-LOC116778155	.	gene-LOC135086543	gene-LOC128682846	.	gene-LOC115445611	.
gene-LOC113521622	gene-LOC131849313	gene-LOC106133802	.	gene-LOC116777931	.	.	gene-LOC128682847	.	gene-LOC115445612	.
gene-LOC113517074	gene-LOC131849203	gene-LOC106133801	gene-LOC101738352	gene-LOC116777094	.	gene-LOC135087148	gene-LOC128683295	.	gene-LOC115445606	gene-scrt
gene-LOC113517082	gene-LOC131849202	gene-LOC106133800	gene-LOC101738623	gene-LOC116777094	.	gene-LOC135087148	gene-LOC128683100	.	gene-LOC115455747	gene-scrt
gene-LOC113517118	gene-LOC131849355	gene-LOC106133915	gene-LOC101738756	gene-LOC116777656	.	gene-LOC135086550	gene-LOC128682818	.	gene-LOC115455784	.
gene-LOC113518436	gene-LOC131849234	gene-LOC106134070	gene-DnaJ-18	gene-LOC116777925	.	gene-LOC135086559	gene-LOC128683352	.	gene-LOC115455755	.
gene-LOC113521232	gene-LOC131849110	gene-LOC106133961	gene-LOC101741679	gene-LOC116777228	.	gene-LOC135086547	gene-LOC128683350	.	gene-LOC115455774	.
gene-LOC113521433	gene-LOC131849367	gene-LOC106134026	gene-LOC100174848	gene-LOC116777175	.	gene-LOC135086635	gene-LOC128682884	.	gene-LOC115455744	.
gene-LOC116413275	gene-LOC131849330	gene-LOC132903939	.	.	.	gene-LOC135086636	.	.	.	.
gene-LOC113517222	gene-LOC131849156	gene-LOC106133799	gene-LOC101739187	gene-LOC116777095	.	gene-LOC135086796	gene-LOC128682885	.	gene-LOC115455732	.
gene-LOC113518931	gene-LOC131849263	gene-LOC106133866	gene-LOC101741973	gene-LOC116777992	gene-Wrm1	.	.	gene-LOC105384112	gene-LOC115455756	.
gene-LOC128200799	.	gene-LOC106133867	.	gene-LOC116777993	.	gene-LOC135086905	gene-LOC128683389	gene-LOC125491154	.	.
gene-LOC113521512	gene-LOC131849100	gene-LOC106133858	gene-LOC101742113	gene-LOC116778066	.	gene-LOC135086975	gene-LOC128683385	gene-LOC105398137	gene-LOC115455733	.
gene-LOC113519965	gene-LOC131849139	gene-LOC106133856	gene-PLCg	gene-LOC116778064	.	gene-LOC135086953	gene-LOC128683383	.	gene-LOC115455765	.
gene-LOC113517237	gene-LOC131849140	gene-LOC106133857	gene-LOC105841231	gene-LOC116778065	.	gene-LOC135086464	gene-LOC128683384	gene-LOC105384131	gene-LOC115455767	.
gene-LOC113517241	gene-LOC131849287	gene-LOC106133859	gene-LOC101742407	gene-LOC116778068	.	gene-LOC135086970	gene-LOC128683388	gene-LOC105384113	gene-LOC115455752	gene-Syx7
gene-LOC113521187	gene-LOC131849172	gene-LOC106133960	gene-LOC101742896	gene-LOC116778063	.	gene-LOC135086962	gene-LOC128683387	.	gene-LOC115455753	.
gene-LOC113518347	gene-LOC131849109	gene-LOC106134032	gene-Fkbp13	gene-LOC116777735	.	gene-LOC135086969	gene-LOC128682883	.	.	.
gene-LOC128200803	.	.	.	.	.	.	.	.	.	.
gene-LOC113520008	gene-LOC131849250	gene-LOC106134035	gene-Hepa	gene-LOC116777703	.	gene-LOC135087069	gene-LOC128683095	gene-LOC105384116	gene-LOC115451084	.
gene-LOC113520027	gene-LOC131849353	gene-LOC106133993	gene-Hig	gene-LOC116777767	.	gene-LOC135086538	gene-LOC128683203	.	gene-LOC115451086	.
gene-LOC113520017	gene-LOC131849351	gene-LOC106133840	gene-Cap-d3	gene-LOC116777312	.	gene-LOC135087142	gene-LOC128682895	.	gene-LOC115451083	.
gene-LOC113516951	gene-LOC131849352	gene-LOC106134040	gene-Lap	gene-LOC116777274	.	gene-LOC135087105	gene-LOC128683229	.	gene-LOC115451088	.
gene-LOC113516941	gene-LOC131849350	gene-LOC106134039	gene-Projectin	gene-LOC116777273	.	gene-LOC135087103	gene-LOC128682894	.	gene-LOC115451087	gene-MnM
gene-LOC113518820	gene-LOC131849129	gene-LOC106133798	gene-Kettin	gene-LOC116777091	.	gene-LOC135086950	gene-LOC128683219	gene-LOC105384109	gene-LOC115448899	gene-sls
gene-LOC113510481	gene-LOC131849349	gene-LOC106134051	gene-Miple	gene-LOC116777920	.	gene-LOC135087128	gene-LOC128683213	gene-LOC105384111	gene-LOC115448908	.
gene-LOC113520212	gene-LOC131849190	gene-LOC106133795	gene-Syx6	gene-LOC116777865	.	gene-LOC135087004	gene-LOC128683212	.	gene-LOC115448910	.
gene-LOC113519100	gene-LOC131849289	gene-LOC106133831	gene-Pm-scl	gene-LOC116777864	.	gene-LOC135087026	gene-LOC128683209	.	gene-LOC115448909	.
gene-LOC128200808	.	.	.	.	.	.	.	.	.	.
gene-LOC113517195	gene-LOC131849289	gene-LOC106133831	gene-Pm-scl	gene-LOC116777864	.	gene-LOC135087026	gene-LOC128683209	.	gene-LOC115448909	.
gene-LOC113517203	gene-LOC131849334	gene-LOC106133794	gene-LOC101739607	gene-LOC116777658	.	gene-LOC135086466	gene-LOC128683210	.	gene-LOC115448906	.
gene-LOC113517693	gene-LOC131849169	gene-LOC106133823	gene-Tkz	gene-LOC116777657	.	gene-LOC135086467	gene-LOC128683208	.	gene-LOC115448900	.
